,Recall,PositiveRating,PerfRatio,Impact,Asian,Black,White,5_o_Clock_Shadow,Bald,Bangs,Blond_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,Male,Mustache,No_Beard,Sideburns,Wearing_Hat,Wearing_Lipstick,Wearing_Necktie,Young,top,right,bottom,left,Old,Masculine,Baby-faced,Competent,Attractive,Energetic,Well-groomed,Intelligent,Honest,Generous,Trustworthy,Confident,Rich,Dominant,NewsID,Market % of US,% Af-Am,% Hispanic,% Asian,Gender_Annotated,Race_Annotated
00209-KY3-Steve_Grant.png.jpg,0.8505538466,0.6996142513,7.33,60,-7.70139719788577,-9.9580783726187,4.26490298366054,-5.30941054204259,-3.93310377189217,-6.67471303736266,-3.74304204251678,-6.92318667238543,-0.312945695631907,-2.03244738278503,-7.54032102704835,-4.71138698409109,-1.34945169060689,-8.45550468812213,4.12741150888523,-5.07876210119213,3.69734804988859,-6.96724650585029,-3.72615789319509,-8.6961173663333,-0.960734768428518,-2.26969567165905,19,266,242,43,0.013636889814989,-0.125743754099765,0.242338919109809,-0.113176342882136,-0.092348445706267,-0.125774149020637,-0.049854846208698,-0.094191354718314,-0.049097701291962,0.012451308754358,-0.032701938444461,-0.096649194246466,-0.057963646598672,-0.074662189748854,2,0.36%,6.75%,6.57%,1.80%,Male,White
00211-KY3-Paula_Morehouse.png.jpg,0.682957411,0.6299264433,5.64,43,-9.07074305415869,-12.3429412930726,3.92503496200375,-13.3760093340925,-21.0421254622802,0.77440667846877,-5.87563646904426,-2.64370899522574,-3.87024803507515,-4.34633095735477,-9.43070303087128,-17.2093029512336,-9.71677012275606,3.18019010722082,-10.6242372158344,-16.5903904729625,9.62797318865746,-13.7022171139664,-1.70585725332753,4.35433526920168,-11.3703524009901,0.633531656684067,19,266,242,43,-0.358995591916091,-0.405305806059731,0.502951954312167,-0.357762617118329,-0.191681426243023,-0.066295730061379,-0.211456715823236,-0.130871105870166,-0.0363693514676,-0.058923742172064,-0.048824067833669,-0.232893008558354,-0.203207823628294,-0.270997760266898,2,0.36%,6.75%,6.57%,1.80%,Female,White
00212-KY3-Maria_Neider.png.jpg,0.7368938837,0.6859900912,6.94,51,-6.83084673124351,-11.906010618973,2.17273100552848,-9.13649915229305,-20.1449549144921,1.58301818324223,-8.11807097432785,-2.61725987801478,-4.793846577807,-5.9383880450757,-13.0871362710934,-12.5213367919484,-12.0054260448904,-1.44417401282775,-6.94584277229239,-14.1314219535444,8.30280298743042,-11.5342221251466,-6.2090738010533,-0.045709213255555,-7.12248571384953,1.95539201422344,19,266,242,43,-0.258646227328669,-0.36364648848101,0.4166930151293,-0.308090554065375,-0.170528646959208,0.030659999020802,-0.189643718060095,-0.162984621231254,0.02538042924588,-0.016094373863757,-0.010426332690049,-0.224349628156552,-0.272537877473645,-0.299054863348073,2,0.36%,6.75%,6.57%,1.80%,Female,White
00213-KY3-Chad_Plein.png.jpg,0.54618393,0.6442613706,4.48,35,-7.03121884756688,-6.65861025230545,4.97783211398321,-2.91457919376596,-7.29820045467947,-7.95867179340564,-3.76759274825491,-7.06407023199449,-5.11730785127376,-5.00910660372806,-6.14381963917045,-5.69224834991813,-4.61487257657836,-9.20437219676343,3.87498768703416,-6.59024368983105,3.21482254375209,-5.75821457315587,-4.43956501769668,-8.39558192186997,-2.76757909421883,1.37982588901921,19,266,242,43,-0.252649753212655,-0.27980875992863,0.309231570540003,-0.100964476181704,0.045766050101052,0.170630029540767,-0.093679162652564,0.000644684196262,0.036933113098994,0.074760776586683,0.020798867226404,-0.156069091397102,-0.14729387137684,-0.242735524198223,2,0.36%,6.75%,6.57%,1.80%,Male,White
00214-KY3-Lisa_Rose.png.jpg,0.8330998236,0.731802298,7.08,61,-6.31392287522289,-8.86675036078529,6.84718056782466,-13.2132880988752,-11.8538336627145,-1.86536887225898,1.11477146716065,-8.17712069019688,-5.89761505784077,-5.77374560682383,-6.54536930870508,-9.88998629413759,-5.1486239791669,0.32772646889588,-7.67680899375448,-9.14787417153389,7.44083800280532,-10.8821697052482,-4.84105107164849,0.781338780963563,-11.2864032743435,0.14231154165921,19,266,242,43,0.252153412044213,-0.320290325042216,-0.062979768210439,-0.105675399702975,-0.209952475501079,0.05496983667802,-0.103982965386559,0.095212054744791,0.121345018238064,0.027006711994762,0.123911100212466,-0.187620018534378,-0.175013937677202,-0.18534942133065,2,0.36%,6.75%,6.57%,1.80%,Female,White
00215-KY3-Emily_Wood.png.jpg,0.5764788683,0.6148760569,4.7,35,-9.12459895627064,-6.9234971618476,4.6103109153979,-10.3879255332913,-13.2301060201697,-6.880901813854,0.201042105099897,-7.74720277079314,-5.47410733131472,-6.21161640708151,-5.89281267242761,-11.7662751383354,-8.47533136410826,-2.95171229953095,-5.50350446083496,-11.8650504707054,7.56501720841311,-10.6131213990283,-7.40320198646665,-1.84687392438608,-8.65641951780439,1.25911352172127,19,266,242,43,-0.044788595271184,-0.286160477087899,0.231665277699342,-0.133968404224906,-0.058061378338177,0.07790877192124,-0.007017501771759,-0.003013629407918,0.112692547388122,0.041149186045092,0.109751007233726,-0.16713488273193,-0.130312632588249,-0.206904083348901,2,0.36%,6.75%,6.57%,1.80%,Female,White
00217-KY3-Joe_Hickman.png.jpg,0.6027046595,0.593480708,3,36,-2.65098382111293,-5.95171655539167,0.057756886864095,-5.75039938042182,-3.11527992367101,-9.20998082364769,-6.39114961974863,-5.33601857302099,-2.78043463328922,-2.86485732621405,-7.44451946286778,-9.4577366376152,-2.48857903369786,-11.594890500484,6.63937949978323,-10.1650166188724,6.14545660733752,-9.23669777819626,-6.20011198523248,-10.6805679676705,-0.325512769455823,-1.81723550065732,19,266,242,43,-0.004086190549913,-0.06287772058961,-0.050001282554175,-0.081591016822471,0.006281761252182,0.05013752641164,-0.02495924961488,-0.054682700621499,-0.043052524165386,-0.05010375023024,-0.056454978587133,0.07679615811635,0.044152690827371,0.011037170390977,2,0.36%,6.75%,6.57%,1.80%,Male,White
00220-WAFB-Johnny_Ahysen.png.jpg,0.7141222098,0.5930119157,4.59,42,-6.50096219350881,-6.45738291591679,1.57471358497486,-3.26893750030259,-6.52486393285805,-4.74813410163132,-7.47469182696924,-3.58231049962588,-1.33077614678049,-1.4842210733448,-4.31831558551994,-5.58232665972864,-3.35945176062375,-9.60025556806809,6.16461156870151,-5.95001021137841,1.80170435631053,-5.54371221563896,-1.56384370792204,-8.88343633301581,-1.43017416794875,-1.3125424126232,36,262,222,77,-0.303516504128596,0.020607936834976,0.150189364448809,-0.085736442612143,0.034020608275204,0.047326657263487,-0.008231486416782,-0.153552414665697,-0.098666131211093,-0.004010348035458,-0.081203574865444,0.074405206876943,-0.028622765348908,-0.018172692739065,2,0.29%,45.97%,1.70%,0.78%,Male,White
00222-WAFB-Kiran_Chawla.png.jpg,0.5889437343,0.5615897053,5.36,33,-1.59733949130008,-2.49724593962351,-1.69642411914318,-8.56699009575129,-13.1837669877409,-6.14345988984788,-7.28117553915829,-3.87640997533885,-3.30038368785775,-3.69544689876526,-8.84741091411314,-13.2529746195265,-11.3912082242414,2.38723139123668,-7.24036442553743,-15.209558197506,8.69802915523858,-13.143939328521,-7.48942959406675,3.67184937235454,-7.23897422377941,3.35626173296012,43,266,266,43,-0.360167443020404,-0.17495710404316,0.216211795343006,-0.279491226875561,-0.166794082719388,0.188615171032285,0.017714533200873,-0.169234410936581,-0.066578665726297,-0.006128188223032,-0.194842600799615,0.028630313366611,-0.137264038380335,-0.067585098992084,2,0.29%,45.97%,1.70%,0.78%,Female,Asian
00224-WAFB-Steve_Schneider.png.jpg,0.7179625324,0.6153539705,6.93,44,-8.7119907954044,-7.63795144138484,7.36537994619346,-2.15115287072347,-3.91479781153036,-9.64604995493766,-2.98654321265897,-11.1878298678883,-1.40132193479973,-1.30894998322455,-0.846273184267026,-3.15944495546792,0.706501013999005,-15.4496147135853,11.1830591491597,-5.36329592707558,1.56755843638097,-3.86790379669453,-8.29900923488695,-13.8391067236296,-0.375729882055206,-3.14910570908489,36,262,222,77,0.061618880944476,-0.010095035586244,0.045079254932242,-0.062422945909628,-0.047640658201047,-0.018415323938812,-0.171675528501016,-0.012181985935243,0.074398906152301,0.097419786982187,0.026482497129274,0.026536902341819,-0.033688670983129,0.001928870744498,2,0.29%,45.97%,1.70%,0.78%,Male,White
00225-WAFB-Graham_Ulkins.png.jpg,0.5947697247,0.5674757667,5.07,34,-9.07008034655031,-9.27140364635858,5.466599555554,-3.37089154084086,-5.82917686770749,-5.96207963510853,-5.11396601451357,-5.04688958587761,-3.35764116247756,-2.21994147866422,-9.0371485722479,-10.4101949935139,-4.79203685269918,-6.56967021084706,4.73957508552952,-10.9460327829324,5.50437771813799,-9.25253384147053,-5.19631311278834,-5.39142672272548,-1.11180755725363,1.07283254039763,36,262,222,77,-0.238146907691212,-0.308548690970858,0.170072525285433,-0.128960807427427,-0.14138225332622,-0.042702094120184,-0.143922938796537,-0.075721033816767,0.039377424215205,0.117018109981656,0.059832160063355,-0.221607508921304,-0.191060141727197,-0.245540933366613,2,0.29%,45.97%,1.70%,0.78%,Male,White
00226-WAFB-Lauren_Westbrook.png.jpg,0.7224331897,0.6488340765,6.73,47,-9.26831269336046,-6.20881953641261,4.702170926605,-12.5619518130335,-10.6636915108741,-3.94347009946126,1.54144870880004,-7.65872486536602,-4.40918245851558,-5.28497425052905,-11.7597542683048,-12.5506513647764,-5.63129631605215,1.29547403590495,-8.4316942328434,-13.2509365842667,7.90139058106563,-9.81765069535039,-8.30432462459722,2.36555689649992,-10.6335731423979,1.78078912176208,36,262,222,77,-0.148447062435582,-0.206291481724855,0.245602621683296,-0.143990291343028,-0.005134112604616,0.105415472880819,-0.041060274079556,-0.059330053870565,0.064821406437542,0.007830064842334,0.094348785962815,-0.075436551173512,-0.143903556517819,-0.094596275111456,2,0.29%,45.97%,1.70%,0.78%,Female,White
00227-WAFB-Matt_Williams.png.jpg,0.8199012368,0.563510196,4.04,46,-8.26413160238286,-5.82481817027825,3.07120369363013,-2.09230404242975,-6.01535074384785,-5.71411538464519,-4.86736404088712,-2.43329867345106,-6.56280642486487,-6.50891934276425,-8.47732061297718,-7.8776686608713,-6.49734322343429,-4.70354887795437,5.80884432055401,-9.72398407895013,3.42637063925189,-7.68771764215826,-7.5164629999282,-3.68603256786754,-1.18433336325777,3.07233126241722,19,291,242,68,-0.419555976482351,-0.288935860599231,0.231275981726163,-0.210141641819961,0.065486809163459,0.283354686545563,0.001613310010681,0.010885977635231,0.03069136000381,-0.00770802775726,-0.024976072854922,-0.06412741645853,-0.178767478881733,-0.203757116478848,2,0.29%,45.97%,1.70%,0.78%,Male,White
00228-WAFB-Kelsey_Davis.png.jpg,0.5597006514,0.6684807115,10.48,37,-2.18065614957754,1.31000292460437,-7.03895664598339,-8.58683830953958,-16.6952535473321,-5.47338525817851,-8.65428541119588,-1.99560158540271,-2.18768667465111,-3.10633401926887,-10.5062809883198,-11.6357088250954,-11.2651223371937,0.793789264313353,-7.99365243645431,-11.0083693667128,8.49313811203174,-12.1549055115174,-7.40100888112732,2.68960407392097,-8.27905917939636,5.46774790040901,19,266,242,43,-0.306023101232055,-0.13596765407505,0.308687152952009,-0.350244211100757,-0.004671406794077,0.292662731311499,-0.048922580529957,-0.291796504107193,0.028077051826863,-0.007440532655826,-0.107253508563876,0.025089470305141,-0.312925342207692,-0.029554531305483,2,0.29%,45.97%,1.70%,0.78%,Female,Black
00230-WAFB-Donna_Britt.png.jpg,0.8978588806,0.6869376747,5,62,-6.81185060709896,-8.64155837492416,5.12498089511991,-11.4207623453645,-14.4687839916785,-3.15206674821781,-2.77230768664287,-5.64012018279573,-6.31118950059487,-6.09605355391465,-5.11752252095223,-15.4183155834665,-3.54311539326727,-0.423325983931462,-6.53849245232606,-14.9609305127511,7.5945089223285,-13.9114553869645,-3.82498938442827,1.7451015356574,-9.10643550549032,-2.17870162247337,36,262,222,77,0.111258818773805,-0.396487331951713,0.054310984970837,-0.100400576852674,-0.149755235253522,0.163856254569588,-0.085057899761553,0.025448561671117,-7.83858086013389E-06,-0.047643313831376,-0.005758099294379,-0.117693387250574,0.00975366430277,-0.210699360128851,2,0.29%,45.97%,1.70%,0.78%,Female,White
00231-WAFB-Greg_Meriwether.png.jpg,0.8682285325,0.7122330467,8.19,62,-7.2599176187588,-4.25166587373468,1.14133182553501,-1.73815322619623,2.18747553010722,-9.34950369291944,-6.94658679160929,-3.10081854151041,-0.41980698701013,-1.59832864094718,-4.74048383005549,-3.20205931488758,-5.18865178250292,-8.76882515539369,7.01450055528792,-3.95740501691373,0.861766205464867,-3.32671004616641,-5.00249081683517,-7.37888483083704,-0.464168829259017,0.733442569495391,19,266,242,43,-0.123367261362846,-0.051907113500011,0.3269360577272,-0.119156594958287,0.033414138332056,0.195058519622151,-0.042034186402952,-0.145588197962369,0.094794115527626,0.136795244835745,0.150777216747092,0.005061859264595,-0.278491219903071,-0.060240139681677,2,0.29%,45.97%,1.70%,0.78%,Male,White
00234-WAFB-Jacques_Doucet.png.jpg,0.7047978825,0.6531112621,4.81,46,-5.92465705393046,-8.74820841893674,1.73926592758159,-4.83327220967971,-7.11215597729433,-2.10596125924083,-3.00255191960416,-5.32596313531753,-3.58584126335167,-2.95230677487851,-10.6698271684098,-10.7394472971044,-3.05495478982333,-10.1230514219235,6.2786161489877,-11.0512534527192,5.64578712308751,-11.3489878324486,-1.87930916079564,-8.47750789267723,-1.96087625987969,0.807755941153015,36,262,222,77,-0.170446638885012,-0.123188467621439,0.06566966953694,-0.071692738541813,0.061363672876296,0.26002083704736,-0.027727105366219,-0.057856635642491,-0.075282442556149,-0.139307783330825,-0.102442092032392,0.058954843695862,-0.052728386132271,-0.032669483413596,2,0.29%,45.97%,1.70%,0.78%,Male,White
00235-WAFB-Cheryl_Mercedes.png.jpg,0.6640382282,0.5862068558,3.41,39,-3.0941228618239,-6.18150649609435,1.08183428842301,-8.21427101414652,-13.9195149622071,-5.0465073037626,-3.47814974117076,-2.37799749639202,-5.62094537738032,-5.38626323702276,-12.2638022932843,-10.0476205619331,-9.73502160242436,3.18231327766275,-9.83409937196651,-11.2981372700065,6.86973948346621,-9.64794030356672,-4.04347865286434,4.10405578041008,-8.54808501128075,4.39913064015844,19,266,242,43,-0.536390541024413,-0.032561272346099,0.390281390425224,-0.221620313343884,0.091662754459522,0.367023912148382,-0.05365422803369,-0.207885833033212,-0.10118458615398,0.048673841795088,-0.099015896416381,0.086534890842997,-0.207904934130673,0.00142221145177,2,0.29%,45.97%,1.70%,0.78%,Female,White
00236-WAFB-Tyana_Williams.png.jpg,0.65684846,0.5957744806,3.53,39,-3.34340139199385,-2.21898696351688,-1.74370658001765,-7.70561776474131,-11.3483417956551,-3.1176616142809,-6.37057647010133,-4.07392865298217,-2.38121022980549,-4.0878174282449,-8.58759341390121,-9.13359185325876,-9.43063296333051,0.609229304580865,-3.78238746730092,-9.72489891160164,7.31940741295706,-10.7063623253093,-4.75567179301443,1.97818352773606,-5.7950760434805,3.34348309810465,36,262,222,77,-0.276753192067671,-0.176167010709924,0.282672486371431,-0.198435460192686,0.068689229449755,0.293067506248049,0.009620540350089,-0.229198519524434,0.056854558120224,0.038233785451915,-0.00194719546938,0.045718193640306,-0.206916437131077,-0.051198748241075,2,0.29%,45.97%,1.70%,0.78%,Female,Black
00237-WAFB-Elizabeth_Vowell.png.jpg,0.3344643589,0.5343521051,3.5,18,-6.96769729765858,-8.65033762529827,3.01064881061263,-8.27336613700528,-14.9393812330235,-5.22625113808894,-6.52190363059142,-3.71691864451615,-5.34051091648354,-5.5113278988717,-11.603865604661,-13.2932611864038,-11.5119406894279,0.122937162605368,-5.460161499267,-14.4337873984943,9.06093359061604,-11.4016224825932,-5.83541034558835,1.56144354061231,-6.37971755200219,1.51974767190957,36,262,222,77,-0.261377388957143,0.017114238214458,0.124622677399715,-0.272030154431818,-0.063456219998926,0.181337271077025,-0.156084480161877,-0.254140288124004,-0.157883711485974,-0.126954352717808,-0.102996197150464,-0.002536550632871,-0.226183381062363,0.010818896825545,2,0.29%,45.97%,1.70%,0.78%,Female,White
00240-WBRZ-Whitney_Vann.png.jpg,0.7265199991,0.5604928472,2.92,41,-9.38239034812549,-6.02834140859855,5.58787421652611,-7.50928301254951,-6.23581226449259,-6.79169577112141,-0.205548558097293,-8.35587763355434,-1.9753307021814,-2.66084433156023,-8.31818527675301,-9.87172449889941,-3.71802866076917,-3.78031705617146,-2.95650502340483,-11.5931474184681,5.60862499145897,-7.3475835027202,-5.45066421579747,-2.78878066182263,-5.47420788532914,-1.74014120428629,36,262,222,77,0.029734021748436,-0.103088922740061,0.144858864740466,-0.133309256806065,-0.092920122400639,-0.027781776461375,-0.029887665282765,-0.124207958206926,-0.064145317416404,-0.050992663030389,-0.069403287028438,0.013195703898586,0.012496723397777,0.012408645417141,2,0.29%,45.97%,1.70%,0.78%,Female,White
00241-WBRZ-Sylvia_Weatherspoon.png.jpg,0.8534022437,0.7234254246,6.48,62,-7.71562757378196,-1.61910355417483,-1.02760908284883,-6.49730348808413,-12.6243404424789,-1.9247575850161,-3.99451317260131,-5.78008029541292,-5.22554860098077,-5.41183913247829,-12.7564612706095,-7.03748586510027,-7.83029510835884,-2.9572277089777,-2.97066588180828,-6.65727661866751,2.80784778419361,-9.06054224699479,-2.81372325623543,-1.29129467202549,-6.00535483310388,4.47200189083812,19,266,242,43,-0.048385715649139,-0.044758814173342,0.056730096330923,-0.237536855391446,0.028823600203459,0.417944856899162,0.071883969875353,-0.197098690362859,-0.041589372135667,0.022654880584019,-0.061431521296888,0.135572338118892,-0.187135702464568,0.100103756926679,2,0.29%,45.97%,1.70%,0.78%,Female,Black
00242-WBRZ-John_Pastorek.png.jpg,0.7294499846,0.5776213271,2.39,42,-9.74632858752904,-7.40665339955494,8.89184694964455,-4.22847668323128,-2.82233395790259,-8.40212651144006,-1.95192148017575,-9.62097381955794,-2.12718699050872,-1.3520990085383,-9.74240277050327,-6.72426966417818,1.21690691432834,-14.3693161081257,10.0372158298735,-7.52277476744308,5.13724382439254,-8.03190428774654,-10.1975507038062,-12.5893282208459,0.2584627620698,-3.91561921257923,36,262,222,77,0.034106690012867,-0.069821624460801,0.098753296843145,-0.092489278761473,0.023168279936646,-0.105473480422603,-0.093461582757927,-0.053810712360627,0.053589319041809,0.087991813475381,0.051083926189332,-0.105586887469845,0.018334803420584,-0.061528917005595,2,0.29%,45.97%,1.70%,0.78%,Male,White
00244-WBRZ-Chris_Nakamoto.png.jpg,0.7032305287,0.5781540939,3.72,41,1.71756157049194,-5.92911187860087,-1.50720833958916,-2.44701790703345,-6.0207640569707,-8.19711633095625,-8.30366992457186,0.116086635038849,-5.37175445668463,-5.56482645242588,-7.80995923537533,-7.52997393676777,-6.3695169622526,-8.87037475463536,6.72410349431121,-7.8386102592586,3.74200823597477,-9.36688107693126,-5.28191318495457,-7.92026052491614,-1.84958591316934,0.90673660970364,36,262,222,77,-0.224127027488971,0.065812713197604,-0.117853580900757,-0.03457245096415,0.049875269559801,0.253563713454577,0.064444410829678,-0.000640295935628,-0.220730098608665,-0.199816638738409,-0.275623212945462,0.163006971870212,0.00738153064146,0.135741895735874,2,0.29%,45.97%,1.70%,0.78%,Male,Asian
00245-WBRZ-Brittany_Weiss.png.jpg,0.4445167333,0.5930178631,3.9,26,-8.69318367791511,-6.65412464018909,4.0400646850432,-10.8250995030391,-12.7542594274577,-4.84376636799097,-1.66765870708692,-6.62273032757748,-6.00838998566781,-6.17650744109956,-10.1975256236131,-14.8139166999601,-7.84001143929683,-1.40659584743101,-3.80262263841083,-13.4311426863963,9.06907732639754,-13.931006754909,-3.1713765322413,-1.21705674913943,-8.19377947489731,2.37289429497958,43,291,266,68,-0.121046375543319,-0.084024630476056,0.184737837056565,-0.018721266807779,0.111499069162126,0.184491461198815,0.185442701675112,-0.058741007688734,0.019476238141445,-0.010167036097434,0.043077834858282,0.095397118064325,0.014336691467285,0.01004584655051,2,0.29%,45.97%,1.70%,0.78%,Female,White
00248-WBTV-Christine_Nelson.png.jpg,0.6133472048,0.7060927584,7.53,43,-5.36537873067465,0.69560948268839,-3.55849247663752,-9.45100416446384,-13.9639249860545,1.03312032878495,-5.84923936231009,-3.82641193148314,-2.67231081514778,-4.41156115934381,-8.87951719481422,-10.9363393709773,-7.67681243023545,1.60530982808023,-7.28777254007784,-9.73743473603897,7.73315876352216,-11.402420426247,-3.98778576842534,2.7211243020775,-8.05239200138564,0.91722227495692,19,266,242,43,0.024170201777746,-0.314639966023753,0.089067857427526,-0.258110274721172,-0.15458804414256,0.271040156557647,-0.0118137425748,-0.096153306331386,0.036133109441893,-0.018234380503503,-0.044537048565327,-0.064432996669656,-0.162117611967459,-0.075627640673306,2,1.00%,20.56%,6.13%,2.44%,Female,Black
00251-WBTV-John_Carter.png.jpg,0.6545225849,0.7449906195,6.1,49,-6.59944798417119,-5.410775313887,3.37974884407242,-3.75251046151758,-1.30221378753416,-6.55387893330993,-1.2413051689832,-7.51422499685385,-0.26033817626591,-0.37133728702391,-3.31973856966811,-5.79740537385113,-0.457047826134275,-8.62362760711146,5.3373425203652,-7.64451548395421,4.62964460863927,-7.84906587797098,-6.11859341823005,-7.25866717125488,-1.31224393417572,-1.28717937254233,19,266,242,43,-0.014611120265655,0.020547788572067,0.132542895018534,-0.047504591511451,0.021664653403852,0.009280277987409,0.037389775190015,-0.091453577279534,0.014991683862057,0.050481885038912,-0.003904257990374,0.027085292656945,0.004538902137227,0.057205033324849,2,1.00%,20.56%,6.13%,2.44%,Male,White
00253-WBTV-Paul_Cameron.png.jpg,0.7709041319,0.7403711403,9.35,57,-6.28137411245884,-6.00500459872645,3.57222223491266,-4.98719130884116,-2.96864224274598,-6.87177201346577,-4.26121450896744,-4.26406503337979,1.02910029358799,-0.289299881892129,-3.27498233456376,-8.59880589845695,-0.170686516513362,-10.8240344413805,6.20109346956243,-8.93339061234659,4.78205391453691,-8.19143510274899,-4.76969077284837,-10.486394679725,-0.276146408405946,-3.38096445713532,36,262,222,77,0.169905345496834,0.034886871064513,0.179798553284527,-0.052467059452468,-0.012215531792542,-0.034286426740471,0.061092493540985,-0.166450992932855,-0.007483793401621,0.072425931596224,0.009009870126125,0.046421937012075,0.070310013397161,0.063725585361263,2,1.00%,20.56%,6.13%,2.44%,Male,White
00255-WBTV-Brigida_Mack.png.jpg,0.6501760162,0.6013242545,4.33,39,-3.50726510179801,0.733206226153311,-3.56573732644086,-8.75752378927589,-12.3441983528881,0.445692891851609,-5.45248344380593,-5.47853997819746,-1.64956188214839,-3.35677763826173,-8.0025267976146,-7.45745667014138,-9.12505407452524,0.349862579180782,-5.92378610403266,-5.93174867235741,5.67536238557146,-9.53563841562965,-3.84964568856708,0.749517257096464,-8.35800943132927,1.53342641660346,36,262,222,77,-0.098607357544079,-0.277748073716319,0.259275495498312,-0.26589476046598,-0.140903374471017,0.2884877063676,-0.037594263970038,-0.230527492593336,0.042535038416194,0.011914034478913,-0.036806511769004,-0.03213724135133,-0.223239395171878,-0.111910999336807,2,1.00%,20.56%,6.13%,2.44%,Female,Black
00256-WBTV-Molly_Grantham.png.jpg,0.6428279364,0.6642134896,7.13,43,-7.68282954555209,-2.68237749776327,3.49800839013584,-8.44566931426657,-10.6356233275727,-2.97700362117763,1.14172399686019,-5.34145269952703,-5.98184867190514,-5.62448089781553,-6.93869727024063,-13.5647539755687,-4.27758922341129,-0.568404258428669,-7.5235627031531,-12.7430382399307,8.04812304411755,-11.8815315680569,-4.88588587264904,0.535208225116332,-7.50478570871294,1.00743409927104,36,262,222,77,-0.210652456546057,0.261155952963568,0.116033023352069,-0.068792163348408,0.315786866109993,0.407607380813346,0.140719340792574,-0.142292250403788,-0.039557107691003,-0.085758937255457,-0.02339209546667,0.204137597812429,-0.150045025123489,0.22306710615619,2,1.00%,20.56%,6.13%,2.44%,Male,White
00257-WBTV-Jamie_Boll.png.jpg,0.4903370207,0.6604907972,7.93,32,-5.62827539886458,-5.35952544993237,2.12867891072418,-3.65919576353411,-3.72047805774289,-7.71118836870935,-4.81362497618202,-6.28160299391314,-2.44140216470613,-1.59063911929506,-8.18148216200102,-7.71574541138483,-0.120173053948611,-12.8723786793691,9.74748604025421,-7.3336635600613,4.48074463608098,-8.53915233667054,-4.63089643007532,-11.1501284012263,0.08523049470235,-3.6405296911558,36,262,222,77,-0.087767461554905,-0.072232414801724,0.026761331305645,0.055787574543486,0.116757016846604,0.010496926164495,0.050759494070459,-0.009344425363269,0.027693529371559,0.105854116735737,0.030258880754648,0.027715936720481,0.098945766157946,-0.066515436704873,2,1.00%,20.56%,6.13%,2.44%,Male,White
00261-WCNC-Ira_Cronin.png.jpg,0.4590271075,0.6236825447,4.07,29,-5.07796818063777,-6.15607820341845,3.40501641507774,-3.08764279051653,-3.645411182568,-8.86116907114823,-4.57543858713453,-6.7312153610683,-1.66269478272735,-1.38107999775772,-8.99241356535895,-6.8880643718945,-2.85093788999656,-11.7505345648666,8.56394979650918,-6.69528617595285,3.96013054075155,-7.01096057439314,-7.39909363425145,-10.6520282818173,-0.356266633771802,-2.66552317375738,43,266,266,43,-0.066144782926968,-0.176362177718952,0.298523409757191,-0.164011405617642,-0.015477843489047,0.015513240124476,0.018208641501133,-0.103253890403719,-0.054004969622719,0.056894878616492,-0.018942848795876,-0.097792367059886,-0.037893441048231,-0.039349769098758,2,1.00%,20.56%,6.13%,2.44%,Male,White
00262-WCNC-Heather_Shelton.png.jpg,0.2601394974,0.4359594828,1.74,11,-4.07182040235455,-2.50465640643442,-3.07328305246838,-6.60706251836194,-13.753746460788,-1.40450912949813,-7.67926271510914,-4.0010977515951,-0.871588092442017,-1.00706035638491,1.21448661933461,-9.62638321361604,-6.9666456726216,0.280135354328602,-3.39989913644092,-7.90437538275243,5.21551934566933,-8.7104476543486,-6.60687497718126,2.1926011946398,-5.88382427987778,-2.63729022374015,57,262,242,77,-0.354636499864652,-0.401646737848899,0.444695797485957,-0.443429664997938,-0.256416011556352,0.272640798332505,-0.066452187752749,-0.272182820224584,-0.025828495911321,0.015406063302265,-0.055944510381575,-0.147971603880749,-0.355084831742354,-0.234785323018033,2,1.00%,20.56%,6.13%,2.44%,Female,Black
00264-WCNC-Sonja_Gantt.png.jpg,0.7554415871,0.6418350635,6.36,48,-2.58985599290995,-1.99418222227365,-3.57146393935653,-7.01390254207721,-12.5712973584531,-1.55230149461324,-7.86223863553711,-4.73975390169811,-1.37663346363238,-1.6749062321357,-4.7030640359014,-8.49595798765295,-7.25175875110278,-0.935552719989238,-2.73975590737628,-6.02529959653377,4.69254423354405,-9.99810635838963,-4.80459912479099,0.80399293969585,-5.43956437366105,-0.586415452314419,19,266,242,43,-0.249325178239674,-0.196696828426005,0.35118097341202,-0.290684159594246,-0.022937431087166,0.354101413622506,0.036809031613524,-0.275783806244586,-0.0818762407229,-0.013978251046804,-0.070475878210159,0.013688651216144,-0.235416764336337,-0.000690350800515,2,1.00%,20.56%,6.13%,2.44%,Male,Black
