LastName,FirstName,Recall,PositiveRating,PerfRatio,Impact
Hill,Rod ,0.66,0.57,4.08,38
Marmion,Natali ,0.67,0.69,7.19,46
Shelby,Rhonda ,0.65,0.57,3.72,37
Convery,Michael,0.44,0.54,3.47,24
Knapp,Deb,0.46,0.59,4.59,27
Addrisi,Amity,0.4224570271,0.498443594,2.33,21
Finnerty,Rob,0.3454399336,0.4197097105,1.39,14
Halligan,Lynda,0.5458507054,0.3794382807,1.61,21
Muzio,Miles,0.8033531033,0.7852238262,6.49,63
Perlman,Aaron,0.7823813944,0.5966447153,2.85,47
Rivera,Kurt,0.7649535753,0.6119061062,4.19,47
Rubenstein,Josh,0.518729,0.56674,3.75,29
Shocknek ,Kent ,0.634506,0.527728,2.48,33
Simmons,Stephanie,0.169126,0.610738,3.96,10
Shocknek,Kent,0.58,0.48,2.14,28
Gionet,Alan,0.3764894206,0.4499979035,2.57,17
Whitney,Lauren,0.348783716,0.5322400656,2.55,19
Broome,Jennifer ,0.3180877078,0.6110791851,5.05,19
Emmons,Nick,0.227477948,0.5340757585,2.96,12
Mendez,Melody,0.295215877,0.5129007061,2.52,15
Briscoe,Erin,0.4204686453,0.5303725883,2.29,22
Campbell,Troy,0.2277463235,0.3768846963,1.49,9
Hart,Mike,0.5911343234,0.6423803811,6.05,38
Jackson,Colin,0.3499442774,0.5358355888,2.11,19
Karli,Todd,0.5455953893,0.4996974511,2.24,27
Parks,Jackie,0.6268566811,0.5614399411,3.61,35
Rusk,Elaina,0.4435266658,0.422912269,2.29,19
Wohl,Larissa,0.2242554314,0.4906412077,2.59,11
Andrews,Todd ,0.7226107226,0.4806451613,2.92,35
Berlie,Nichole,0.6681415929,0.5629139073,3.86,38
Glucklich,Natalie,0.4708624709,0.4752475248,2.53,22
Petersen ,Brandi ,0.8671328671,0.5940860215,4.17,52
Baylow,Matt ,0.5814271799,0.589380247,4.78,34
Bezic,Vanessa,0.3448075775,0.668928669,8.91,23
Cecchetto ,Carlo ,0.6464997231,0.6487005611,6.44,42
Cohen,Dan,0.5188679861,0.5994305038,4.1,31
Edwards,Barbara-Lee ,0.6540980832,0.6436264757,7.61,42
Medina,Nichelle,0.5034115199,0.5782260585,4.62,29
Armstrong,Warren ,0.8654535717,0.7018708032,8.6,61
Collins,Doug ,0.803753696,0.728850981,7.25,59
Contreras,Reuben,0.6342390025,0.5873646417,2.94,37
Harrison,Liz ,0.6624574906,0.6069150173,4.25,40
Kim,Margot ,0.8002764827,0.723931539,8.88,58
Martinez,Jason ,0.5852497843,0.6575379813,10.01,38
Moreno,Graciela ,0.8579293328,0.6596782173,5.62,57
Musso,Kevin ,0.7500621087,0.6591630318,6.81,49
Oliveira,Jason,0.7932078552,0.6328694793,6.69,50
Park,Christine ,0.7416651184,0.6281993174,4.87,47
Rodriguez,Gaby,0.705641784,0.5827819364,3.52,41
Sandrik,Sara,0.5567941022,0.5267892955,2.45,29
Stone,Stephanie,0.3611249678,0.5161894352,2.25,19
Tran,Tommy,0.6355174242,0.5568819166,3.08,35
Venegas,Amanda,0.4389436362,0.5633326337,3.03,25
Yurong,Dale,0.8056352016,0.6120347531,4.58,49
Makaula,Walter ,0.2183622829,0.4318181818,1.36,9
Carlson ,Alissa,0.7767856289,0.6344502615,4.11,49
Charette,Kevin,0.6990836207,0.6052444099,4.27,42
Janssen,Maddie,0.6424706883,0.6022233519,3.82,39
Mlcoch,Tami,0.6526239194,0.5846664535,4.67,38
Murcia,Rachelle,0.4979241543,0.4722869997,2.86,24
Scott,Jim,0.7322238257,0.7123003768,6.83,52
Tomono,Kiyoshi,0.8410381259,0.7118075053,8.67,60
Arboleda,Zara,0.6424197826,0.5851768551,4.36,38
Mace,Scott,0.2979734208,0.5104600527,2.7,15
Ramos,Evy,0.5064595353,0.5081072592,2.84,26
Toste,Jenny,0.540483512,0.5945917186,5.23,32
Atkinson,Steve ,0.5392696232,0.5734060448,4.29,31
Brown,Pat ,0.6280690659,0.5922770398,4.5,37
Griffith,Bill,0.6910070349,0.6043451289,4.64,42
Hunt,Kimberly ,0.8133725027,0.6309294342,5.59,51
Mecija,Melissa,0.3029213519,0.6189215138,4,19
Patel,Kaushal,0.5611727185,0.5582135079,2.73,31
Santos,Robert,0.4884845337,0.5958953434,3.87,29
Braxton,Brenda ,0.78,0.69,7,54
Donlon,Joe ,0.76,0.66,6.4,50
Lewis,Russ ,0.57,0.63,5.93,36
Porter,Laural ,0.72,0.57,4.31,41
Salesky,Dave ,0.75,0.62,4.25,47
Zaffino,Matt ,0.8,0.75,7.6,60
Carney,Drew,0.71,0.55,2.62,39
McGinness,Chris,0.35,0.46,3.33,16
Barry,Tracy,0.8,0.59,3.82,47
Stricklen,Stephanie,0.63,0.56,3.8,35
Havrelly,Wayne,0.4,0.47,2.46,19
Aqui,Reggie,0.38,0.53,3.3,20
Donovan,Jim,0.64,0.45,1.77,29
Cruz,Justin ,0.7394540943,0.6241610738,4.54,46
Cunningham,Jai ,0.625,0.6482758621,6.71,41
Gibson,Kanoe,0.4466501241,0.5166666667,2.58,23
Heu,Olena,0.5344827586,0.5080645161,2.17,27
Kaopuiki,Trini ,0.6637931034,0.6428571429,4.5,43
Mizutani,Ron ,0.7741935484,0.608974359,6.33,47
Moore ,Joe ,0.9032258065,0.6813186813,4.28,62
Muneno,Kathy ,0.6898263027,0.4892086331,2.16,34
Hurst ,Greg ,0.7423167849,0.5955414013,3.98,44
Johnson,Chita,0.54,0.65,3.92,35
Paul ,David ,0.5664281231,0.6874656625,5.9,39
Trevino,Ron,0.75,0.58,3.76,44
Jang,Lily,0.44,0.61,3.8,27
Gradney,Mia,0.44,0.64,4.44,28
Blair,Rob,0.844898823,0.616466875,3.08,52
Cobb,Debbie,0.6617052075,0.6074789091,3.65,40
Gadley,Elizabeth,0.3922657551,0.4202114264,1.68,16
Klopping,Cort,0.6604153911,0.5102324579,2.65,34
Kuyper,Kris,0.839826884,0.6230023506,4.28,52
Marsden,Alan,0.7343194005,0.6101914909,4.38,45
McMann,Megan,0.8005836161,0.6388493982,3.99,51
Vaughan,Matt,0.5377128009,0.4839522792,2.23,26
Watkins-Bennett,Linda,0.8040811618,0.5522968639,2.63,44
Akana,Paula ,0.7667493797,0.6245954693,4.49,48
Choi,Kenny,0.4441687345,0.4245810056,1.81,19
de Nies,Yunji,0.4466501241,0.5166666667,2.38,23
Fujioka,Justin ,0.6799007444,0.5401459854,3.36,37
Nabarro,Moanike'ala,0.4441687345,0.5139664804,3.17,23
Richardson ,Mahealani ,0.6034482759,0.6214285714,4.14,38
Tran,Cam,0.3060344828,0.5070422535,3.6,16
Carter,Marla,0.3969864387,0.3828293213,1.41,15
Flickinger ,George ,0.7286866624,0.4948203546,2.44,36
Larsen ,Karen ,0.7388562287,0.5028154963,3.16,37
McCaskey ,Russ ,0.7066536781,0.4953413297,2.49,35
Palmerini,Breanne,0.350471485,0.3746110678,1.35,13
Price  ,Taft ,0.6641666307,0.4885491188,2.48,32
Rainey,Brittany,0.3381122209,0.3550754645,1.34,12
Silk,Deana ,0.5838397959,0.5087657649,2.2,30
Wilfon,Justin ,0.5234170701,0.4982925012,2.67,26
Cabrera,Ana ,0.292571641,0.4575818604,3.13,13
Cedars,Dale,0.369069577,0.5185607385,4.01,19
Hidalgo,Lisa,0.527282109,0.5224036038,3.52,28
Ramer,Kevan ,0.687612209,0.4959204829,2.25,34
Ritchie,Ashley,0.496022288,0.5047699258,2.32,25
Rodriguez,Rich ,0.850914866,0.5638292623,3.5,48
Sotiropulos,Kopi ,0.8709173692,0.6233725934,2.76,54
Stephens,Kim ,0.7980139107,0.5464703958,2.39,44
Torres,Monty,0.7393734047,0.5091185947,2.38,38
Crone,Kandiss,0.2261072261,0.4020618557,1.56,9
Brownlee,Michael,0.43,0.45,2.08,19
Lane,Alycia,0.355278,0.571885,3.81,20
Loresca,Elita,0.373439,0.601824,4.6,22
Murphy,Sean,0.283768,0.624,5.57,18
Austell,Jason,0.5941179841,0.5929311686,4.71,35
Garcia,Catherine ,0.5344255754,0.6114588595,5.3,33
Haas,Christine ,0.4352135072,0.521953534,3.29,23
Kodesh,Jodi,0.4354030684,0.672700922,5.52,29
Kushi,Marianne,0.7457879135,0.6069687014,4.17,45
Midcap,Dagmar,0.5833832942,0.6180953295,4.32,36
Mullen,Mark,0.4203028372,0.5518528601,3.72,23
Southwick,Whitney,0.5983792107,0.5659036693,3.32,34
Diaz ,Joe ,0.8315397581,0.6237541767,3.9,52
Fernandez,Doug ,0.8417084861,0.5483137946,2.96,46
Green,Eric,0.650550639,0.6392844369,8.16,42
Maez,Marisa ,0.7523895195,0.7157492592,6.27,54
Morton ,Byron ,0.700326544,0.483269216,2.42,34
Ribando,Shelly ,0.7849876615,0.5153824926,2.48,40
Antonio,Antoinette,0.7340608841,0.6892622595,4.3,51
Brady,Nicole ,0.7904772175,0.5663537981,4.57,45
Garcia,Eddie,0.5125595766,0.4268551184,1.46,22
Joles,Tom ,0.8932826733,0.6077545258,4.02,54
Mills,Heather,0.6303126423,0.4989709419,2.96,31
Stucker ,Steve ,0.8531115602,0.6658237708,5.58,57
Aydelott,James ,0.7116951506,0.5943544066,5.37,42
Linn,Michelle,0.3276959132,0.4905063555,1.65,16
Loney ,Clay ,0.6526074727,0.5277496678,2.3,34
Rozzi,Shae,0.2516196808,0.4805159213,2.24,12
Seger,Michael ,0.3985184851,0.492537872,1.92,20
Terrell ,Ron ,0.5320181906,0.4758637628,2.38,25
Crone ,Alan ,0.6981597998,0.771350154,16.16,54
Hood ,Terry ,0.8695443572,0.6570179316,6.02,57
Lenz,Rich ,0.6817752304,0.5696864144,4.26,39
Meyer ,Travis ,0.9271830338,0.802673277,10.79,74
Taylor ,LeAnne ,0.8366269209,0.7229873179,6.67,60
Thompson,Scott ,0.8033866259,0.5632477699,3.92,45
Anaya,Catherine ,0.6314553991,0.5762081784,5.34,36
Baker,Katie,0.1782608696,0.4634146341,2.71,8
Crites,Nicole ,0.3869565217,0.4831460674,2.53,19
Dunn,Chris ,0.3356807512,0.5874125874,3.82,20
Horton,Paul ,0.3260869565,0.3733333333,1.65,12
McLaughlin,Sean ,0.6737089202,0.5505226481,3.36,37
McReynolds,Pat,0.21,0.48,2.3,10
Curtis,Mark ,0.79342723,0.6449704142,5.74,51
Devine,Caribe ,0.5563380282,0.6202531646,5.07,35
Fredricks,Fay ,0.5260869565,0.5702479339,3.45,30
Meehan,Doug,0.34,0.52,2.05,18
Quinones,James ,0.5434782609,0.552,2.76,30
Sue Cooney,Lin ,0.7887323944,0.5952380952,3.85,47
Billingsley ,Frank ,0.7838366177,0.7491001358,8.63,59
Freeman,Lauren ,0.53,0.53,3.24,28
Garvin,Keith,0.2780810433,0.4786976045,2.59,13
McNeill ,Rachel ,0.5797370451,0.5686798886,3.3,33
Yanez,Anthony ,0.57,0.68,5.35,39
Conflenti,Owen,0.59,0.61,4.28,36
Carson,Andy ,0.81,0.68,4.89,55
Ferryman,Pete ,0.57,0.65,7.08,37
Garcia,Wayne ,0.76,0.55,3.34,42
Maus,Kimberly ,0.63,0.65,6.38,41
Parsons,Shauna ,0.73,0.6,4.52,44
Elvington,Rob,0.563898632,0.620569451,4.39,35
Krueger,Mike,0.726055921,0.6691808255,5.81,49
Leong,Tracey,0.5274808703,0.5030194751,2.19,27
Mangas,Mike,0.7282762095,0.6390485592,3.85,47
Mester,Mark,0.5329068274,0.5186704894,2.84,28
Saam,Kelli,0.7570146829,0.7393609773,9.49,56
Scarborough,Jennifer,0.6794303905,0.617931596,3.69,42
Grinan,Jose ,0.61,0.58,2.65,35
Iscovitz,Mike ,0.44,0.64,4.84,28
Siebert,Dr. Jim,0.3193871277,0.5776016503,4.18,18
Spaulding,Melinda,0.4081040524,0.5598080839,3.22,23
Stipes,Chris,0.29,0.49,2.54,14
Teague,Don,0.2726207044,0.4616686475,2.39,13
Wilson,Melissa,0.49,0.59,3.65,29
Alvarez,Elizabeth,0.4260560323,0.3875269471,1.39,17
Garate,Jessica ,0.7084808218,0.4804538924,2.73,34
Knipfing,Dick ,0.7686659154,0.519514106,2.18,40
Mauro,Matt,0.4029403118,0.5046417725,2.34,20
Ronchetti,Mark ,0.9365213515,0.6526717406,4.5,61
Van Dyke,Kristen,0.5359320867,0.5463144757,3.1,29
Taube,Katie,0.360202,0.426573,1.69,15
Anderson,Kristin,0.5217391304,0.5416666667,2.83,28
D’Amico,Rick ,0.8217391304,0.5608465608,2.04,46
Hayden,Troy ,0.7089201878,0.619205298,4.45,44
Hook,John ,0.7981220657,0.6147058824,3.67,49
Hoon,Ron ,0.7956521739,0.6284153005,3.59,50
Lake,Kari ,0.8122065728,0.6213872832,4.39,50
McCloskey,Cory ,0.7086956522,0.6687116564,4.74,47
Munsey,Dave ,0.8145539906,0.6858789625,5.29,56
Booroojian,Stefani ,0.8241445256,0.6185621746,4.67,51
Elliott,Bud ,0.7157811288,0.577301339,3.71,41
Fox,A.J. ,0.6784142116,0.5585118912,3.71,38
Otstot,Matt,0.4747284657,0.5471492261,3.78,26
McCann,Dave,0.458498,0.478448,2.36,22
Headrick,Mike,0.519763,0.528517,3.48,27
Eubank,Kevin,0.814229,0.740291,6.93,60
Haws,Scott,0.43913,0.524752,2.94,23
Prichard,Lori,0.443478,0.431373,1.83,19
Walker,Brooke,0.395652,0.461538,1.68,18
Weyman,Grant ,0.5347826087,0.6422764228,5.27,34
Wimmer,Nadine ,0.7944664032,0.6343283582,4.4,50
Bergmann,Stephanie,0.823678,0.53211,2.42,44
Davidson,Mark,0.631579,0.65,3.9,41
Freeman,Dave,0.84131,0.676647,5.02,57
Rudd,J.D.,0.576826,0.58952,3.75,34
Smitherman,Leon,0.668421,0.653543,5.93,44
Snyder,John,0.617128,0.465306,2,29
Benson,Brett,0.575099,0.587629,4.38,34
Budah,Big,0.834783,0.625,3.08,52
Cronk,Kerri,0.743478,0.625731,4.12,47
Evans,Bob,0.826087,0.633971,5.64,52
Evans,Dan,0.752174,0.618497,4.46,47
Woodside,Hope,0.764822,0.614987,4.96,47
Yauney,Damon,0.686957,0.639241,5.61,44
Bade,Kathleen ,0.5915537551,0.6060488432,5.09,36
Martinez,Raoul ,0.574289318,0.5950246217,3.13,34
Russo,Chrissy ,0.6285407166,0.6289604143,3.66,40
Taylor,Aloha ,0.7176667066,0.5712908221,3.57,41
Zomorodi,Shally,0.50254912,0.6097536334,3.47,31
Chan,Ginger,0.55,0.61,4.55,34
DiCarlo,Henry,0.61,0.61,7.03,37
Henderson,Megan,0.5,0.57,3.95,29
Schauble ,Chris ,0.600454,0.642722,4.93,39
Schauble,Chris,0.59,0.59,4.5,35
Barajas ,Erik ,0.6453900709,0.5274725275,3.6,34
Curry,Casey ,0.62,0.67,4.66,42
Gaston ,Gina ,0.7966903073,0.5756676558,3.59,46
Heller ,Tim ,0.7135165182,0.6745432266,7.59,48
Herzog,Travis ,0.5038172422,0.6327187638,5.53,32
Koch,Tom ,0.77,0.64,3.96,49
Lawson ,Melanie ,0.7919621749,0.6358208955,4.35,50
Melton,Sharron ,0.6,0.64,4.1,38
Nelson,Don ,0.81,0.62,3.48,50
Rascon ,Art ,0.695035461,0.5714285714,3.17,40
Tillman,David ,0.6499608303,0.5996653401,4.85,39
Ward ,Dave ,0.9030732861,0.6806282723,4.48,61
Dickert,Rick,0.396141,0.627507,4.87,25
Edwards,Steve,0.74,0.46,1.5,34
Quiban ,Maria ,0.430193,0.620053,4.7,27
Bradshaw ,Mark ,0.66068856,0.5497529924,3,36
Dickerson,Kristin ,0.5816636199,0.5896654335,4.25,34
Kozak,Andrew,0.3895716361,0.6085514651,3.33,24
Moss,Laura,0.3835958928,0.515035374,1.77,20
Taylor ,Keith ,0.6039160607,0.545975925,2.4,33
Zeppelin,Jennifer,0.5711910095,0.4879363475,2.18,28
Gibson,Yetta,0.54,0.55,3.09,30
Norman,Royal ,0.6948356808,0.6418918919,5.28,45
O'Kelley,Kaley ,0.5347826087,0.6666666667,4.32,36
Pasmore,Scott,0.6739130435,0.6,3,40
Warnecke,April ,0.5695652174,0.6564885496,6.62,37
Clark,Emily,0.195652,0.488889,2.44,10
Fischer,Kim,0.272727,0.449275,1.51,12
Hunsaker,Brent,0.632411,0.421875,1.61,27
Kosek,Jim,0.310277,0.426752,1.31,13
Willey,Glenn,0.213043,0.469388,2.09,10
Ditchfield,Becky,0.7662324122,0.7138178197,8.89,55
Dyer,Kyle,0.8284308146,0.6042172725,4.27,50
Shapiro ,Gary,0.8457575348,0.6531686332,5.15,55
Coleman,John ,0.8193607519,0.6488122708,3.57,53
Lopez,Leslie ,0.4354030684,0.6526174629,6.87,28
Bird,Ron,0.743478,0.672515,5.75,50
Hatch,Heidi,0.517787,0.48855,2.33,25
Koelbel,Mark,0.780632,0.713924,9.72,56
Lake,Shauna,0.798419,0.663366,6.09,53
Nickles,Mary,0.726087,0.610778,4.43,44
Poulson,Sterling,0.737154,0.715818,8.9,53
Scott,Casey,0.621739,0.573427,2.1,36
Worthen,Debbie,0.643478,0.702703,6.5,45
Bates,Jenn,0.551637,0.616438,7.11,34
Cornish,Roger,0.891688,0.672316,5.41,60
Heap,Brian,0.5,0.589474,3.29,29
Janssen,Ross,0.675063,0.720149,7.72,49
Jones,Dean,0.38539,0.470588,2.32,18
Klose,Cindy,0.874055,0.67147,6.47,59
Larson,Mark,0.694737,0.674242,5.93,47
Price,Rodney,0.61461,0.528689,3.49,32
Scheffler,Melissa,0.586902,0.613734,4.33,36
Schwanke,Michael,0.730479,0.637931,5.44,47
Sewell,Kara,0.668421,0.622047,7.18,42
Teller,Merril,0.861461,0.792398,11.78,68
Allard,Nick,0.5,0.59,7.4,30
Green,Tom,0.6651685393,0.3986486486,1.59,27
Tomer,Chris,0.3232777546,0.6943261817,5,22
Tysdal,Natalie,0.3772879016,0.6318670641,4.86,24
Barnett,Susan,0.51,0.56,4.21,29
Bilo,Kate,0.285663902,0.5783989788,3.4,17
Fehlinger,Katie,0.2996108949,0.6298701299,5.71,19
May,Chris,0.4235588858,0.5075994629,2.82,21
von Tiehl,Erika,0.326848249,0.5238095238,3.14,17
Washington,Ukee ,0.673151751,0.6791907514,5.6,46
Cardosi,Jay,0.834335987,0.6614297974,5.38,55
Kiernen,Pat,0.2706422018,0.5,2.36,14
Evans,Bill,0.7362385321,0.6728971963,6.35,50
Freeze,Amy,0.4908256881,0.6495327103,5.56,32
Rosato,Ken,0.5802752294,0.6324110672,5.52,37
Stokes,Lori,0.6651376147,0.675862069,4.45,45
Eskew,Ellis,0.238574778,0.5880197874,4.02,14
Halbrooks,Glenn ,0.6217598282,0.6306910628,5.05,39
Hicks,Stefanie ,0.6926921618,0.6657258621,8.06,46
Kirksey,Terran,0.37456912,0.61565915,2.9,23
Langley,Jamie,0.5238308091,0.6393996457,3.67,33
Lennox,Tim ,0.4838818433,0.5076872837,2.39,25
McDonald,McDonald,0.643103212,0.7496750706,7.75,48
Novak,Marcy,0.4866091417,0.729896949,11.44,36
Sanders ,Jeff ,0.444167801,0.5803032176,4.85,26
Dedo,Darren,0.5233805326,0.5625713285,3.44,29
Foxx,Keegan,0.5142715986,0.6596562197,5.63,34
Hartman ,David ,0.783538933,0.7304934321,7.21,57
Huston,Ethan ,0.6355377533,0.7007418677,5.57,45
Maxwell,Stephanie,0.6532849793,0.6380548123,3.96,42
West,Megan,0.7353818221,0.7109812875,7.25,52
Goode,Brian,0.4309870344,0.5944481113,4.01,26
Jones,Lauren,0.5285372475,0.6172184825,4.81,33
McGill,Chris ,0.5600728308,0.5167492343,2.6,29
Boel,John,0.7733159666,0.5502093908,3.3,43
Jones,Lauren,0.5469170342,0.6281102097,4.41,34
Dutton,Christie,0.62,0.6,3.7,37
Gee,Dawne,0.8841266709,0.6052225567,3.17,54
Reynolds,Scott,0.8338072998,0.6131050487,5.55,51
MacDonald,Janelle,0.6478412319,0.5220149422,3.86,34
Leonard,Connie,0.5840007851,0.4978146198,3.18,29
Taylor,Kent,0.538761105,0.5075283753,3.12,27
Cogan,Shannon,0.3776018563,0.4471308464,2.02,17
Harned,Kevin,0.8003248272,0.6541602113,6.12,52
Goode,Brian,0.4309870344,0.5944481113,4.01,26
Livas,Nicole ,0.8204603581,0.5824501247,3.67,48
Roberts,Don ,0.8975703325,0.5999430119,3.84,54
Schaad,Tom,0.6599744245,0.5634566944,3.43,37
Slater,Don ,0.9118925831,0.7056513813,6.46,64
Wheeler,Jeremy,0.7475703325,0.5872391379,4.02,44
Logue,Lindsay,0.5412621359,0.6278026906,4.83,34
Webb,Haley,0.536407767,0.6380090498,6.41,34
Burns,Kellie,0.7451456311,0.6840390879,6.77,51
Fogelsong,Krista,0.6529126214,0.5687732342,3.4,37
Miller,Clay,0.5412621359,0.6591928251,4.9,36
Busch,Peter,0.4781553398,0.614213198,4.84,29
Van Winkle,Robert,0.7718446602,0.7704402516,11.67,59
Shaffer,Dan ,0.5069124424,0.6090909091,4.79,31
Shattuck,Wayne ,0.4052132701,0.5204678363,2.87,21
Uhler,Jamison,0.258294,0.486239,3.79,13
Echols,Vanessa,0.63,0.73,11.57,46
Holmes,Jamie,0.42,0.66,6.95,28
Shields,Brian,0.56,0.69,7.73,39
Ockerbloom,Mark,0.4877573318,0.487649473,2.46,24
Stephanos,Maria,0.8008714527,0.5526122863,2.68,44
Gish,Jere ,0.66,0.76,9.18,50
Ferreira,Christine ,0.51,0.53,3.23,27
Burkholder,Lori,0.78,0.74,8.01,58
Calhoun,Joe,0.84,0.77,7.33,65
Martin,Ron,0.86,0.67,5.57,58
Stelson,Janelle,0.83,0.67,7.15,56
Lemon,Kim,0.78,0.67,5.66,52
Roche,Brian,0.67,0.62,5.08,42
Baumgarten,Robin ,0.6411564626,0.6206896552,4.33,40
McElroy,Erin,0.4829931973,0.6232394366,5.53,30
Potash,Larry ,0.7236842105,0.4457831325,4.26,32
Skilling,Tom ,0.86,0.8,12.45,69
Konrad,Paul,0.6615646259,0.6735218509,4.68,45
Ivory,Demetrius,0.39,0.58,4.59,23
Ponce,Dan,0.4965986395,0.5034246575,2.67,25
Pine,Ben,0.6,0.56,3.33,34
Starks,Kelsey,0.5304257737,0.5707791904,3.69,30
Treinen,Andy,0.4649521365,0.5617384983,3.99,26
Swan,Melissa,0.8593505642,0.5598608337,3.6,48
Proffitt,Doug,0.8484783789,0.5397333195,3.42,46
Platt,Rachel,0.7959311062,0.5694617643,4.09,45
Calhoun,Valerie ,0.704992926,0.621823048,3.67,44
Freeman,Ernie ,0.6974626002,0.6035935776,2.91,42
Delcamp,Christa,0.5390519931,0.4730869025,2.34,26
Khazei,Kim ,0.748832928,0.4181738027,1.76,31
Lamberty,Reid,0.4834869576,0.3617088406,1.28,17
Dean,Scott ,0.47,0.52,3.4,24
Christian,Sherry,0.38,0.59,5.54,22
Smith,Joel,0.2,0.38,2.39,8
Knight,Steve,0.38,0.55,2.85,21
Hanrahan,Robb,0.51,0.46,2.24,23
Foster,Tanya,0.45,0.49,2.82,22
Russell,Tom,0.45,0.63,4.67,28
Crummel,James,0.39,0.53,2.67,21
Lanyon,Ali,0.37,0.69,4.6,26
Thackara,Brett,0.35,0.68,5.94,24
Richards,Alicia,0.63,0.62,5.31,39
Pritchett,Valerie,0.6,0.56,3.98,34
Owens,Dennis,0.53,0.56,3.36,30
Gnoza,Al,0.53,0.5,2.31,27
Posteraro,Flora,0.47,0.58,3.89,27
Finkenbinder,Eric,0.47,0.67,6,31
Butler,Trent,0.172815534,0.4269662921,1.65,7
Claybon,Patrick,0.3126213592,0.5031055901,2.89,16
Jackson,Sherri ,0.7106796117,0.6092896175,5.19,43
Norman,Gene,0.1203883495,0.4838709677,1.58,6
Prater,Mark ,0.759223301,0.6777493606,7.79,51
Hinds,Haley,0.4053398058,0.497005988,2.59,20
Sovine,Joey,0.3276699029,0.5481481481,4.11,18
Thompson,Cayle,0.4781553398,0.5279187817,3.15,25
Walls,Katie,0.3398058252,0.6214285714,4.35,21
Thome,Lois,0.7257281553,0.7224080268,6.75,52
Adams,Stacey,0.7038834951,0.6137931034,4.56,43
Cifatte,Chris,0.6723300971,0.6570397112,7,44
Stacy,Jennifer,0.5266990291,0.5437788018,3.47,29
Spicker,Rob,0.4805825243,0.6262626263,5.17,30
Ferraro,Clayton,0.4781553398,0.4822335025,2.16,23
Hall,Amanda,0.322815534,0.5714285714,4.22,18
O’Shea,Therese,0.2597087379,0.5981308411,3.56,16
Susskind,Stephanie,0.2378640777,0.4795918367,2.04,11
Farrell,Jim,0.8398058252,0.725433526,7.38,61
Zedeker,Scott,0.4708737864,0.5824742268,5.14,27
Stone,Eric,0.2257281553,0.5053763441,3.36,11
Baden,Mark ,0.7101449275,0.6088435374,4.07,43
Garbaciak,Joyce ,0.7439613527,0.4577922078,2.35,34
Lyles,Marianne,0.464,0.474137931,2.29,22
McKee,Craig,0.2995169082,0.435483871,2.57,13
Mykleby,Kathy ,0.7657004831,0.4826498423,2.04,37
Nelson ,Jeremy ,0.336,0.5119047619,2.53,17
Newton ,Jason ,0.4685990338,0.4742268041,1.67,22
Paolantonio,Patrick ,0.648,0.5308641975,2.97,34
Salemme ,Matt ,0.384,0.4895833333,2.94,19
Severson,Sally ,0.688,0.6104651163,4.38,42
Washington,Toya ,0.6014492754,0.578313253,3.06,35
Young,Portia ,0.716,0.5083798883,2.17,36
Condella,Vince ,0.8937198068,0.6594594595,5.81,59
Haswell ,Rob ,0.768,0.5833333333,3.2,45
Hicks,Brad ,0.7946859903,0.4346504559,2.04,35
Koglin,Nicole ,0.668,0.5508982036,2.49,37
Murphy ,Kim ,0.8,0.525,2.44,42
Patrick,Shawn,0.544,0.5441176471,2.39,30
Perry,Ted ,0.9202898551,0.532808399,3.08,49
Stoker-Smith,Mary,0.5700483092,0.3940677966,1.6,22
Bailey,Ben ,0.6732673267,0.7205882353,9.8,49
Gayle,Monica ,0.826405868,0.5710059172,3.71,47
Jamison,Anqunette ,0.6237623762,0.5873015873,2.96,37
Lee,Alan ,0.797029703,0.652173913,4.04,52
Luterman,Rich ,0.684596577,0.6285714286,5.5,43
Margolis,Sherry,0.8410757946,0.5930232558,5.1,50
Perkins,Huel ,0.9095354523,0.6559139785,4.88,60
Jeras,Jacqui,0.2630560928,0.6323529412,3.91,17
Simpson,Cynne,0.4700193424,0.5802469136,3.44,27
Thurman,Scott,0.3152804642,0.4846625767,2.63,15
Brown,Byron ,0.7590480115,0.5420905469,2.79,41
Christopher,Melanie ,0.8149030915,0.6035159389,3.13,49
Mastro,Tony ,0.8295535601,0.6632379954,4.99,55
Pickens ,Erin ,0.7011633076,0.7422495672,11.67,52
South ,Ken ,0.6890398793,0.8373667383,18.96,58
Mack,Melissa,0.3888888889,0.5714285714,6.13,22
Bernier,Andre ,0.7922705314,0.6493902439,4.63,51
Capel,Kristi ,0.7456896552,0.5433526012,2.94,41
Dawson ,Wayne ,0.9181034483,0.6666666667,6.17,61
Goddard,Dick ,0.9323671498,0.6321243523,3.3,59
Martin,Bill ,0.770531401,0.6206896552,4.95,48
McCool,Tracy ,0.6763285024,0.6,4.42,41
Schaefer,Stefani ,0.8534482759,0.6515151515,5.61,56
Austin,Matt,0.3,0.65,5.67,20
Bridges,Troy,0.42,0.64,4.9,27
Ellison,Bridgett,0.33,0.66,6.33,22
Gumm,John ,0.5166666667,0.6267281106,4.12,32
Lomax,John ,0.8428571429,0.5508474576,2.5,46
Wilson,Tiffany,0.4380952381,0.5760869565,2.86,25
Bruce,Justin,0.48,0.66,9.39,32
Orne,Neil ,0.64,0.59,4.14,38
Davenport,Dawn,0.5,0.51,3.34,26
Kennedy ,Erin,0.4698275862,0.504587156,2.5,24
Kling,Betsy ,0.6859903382,0.6373239437,6.96,44
